商品マスタ用テンプレート,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商品マスタID,Mycaアプリ上でのID,商品名,商品名カナ,エキスパンション,カード番号,レアリティ,封入パック,キーワード,JANコード,表示順,ジャンル,カテゴリ,販売店舗価格,買取価格,買取専用,自動印刷,店舗タブレット表示,在庫数無限商品,端数処理を無効にする,商品一覧に表示しない,アップロードエラー,,,,,,,,,,,
ハンドル名,（この部分は変更しないでください）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id,myca_item_id,display_name,display_name_ruby,expansion,cardnumber,rarity,pack_name,keyword,readonly_product_code,order_number,genre_display_name,category_display_name,sell_price,buy_price,is_buy_only,allow_auto_print_label,tablet_allowed,infinite_stock,disallow_round,hidden,upload_error,,,,,,,,,,,
この下の行からデータ開始,（この下からデータを記入してください）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172008,193605,MボスゴドラEX,,XY5,076/070,SR,ガイアボルケーノ,XY5 076/070 MボスゴドラEX大文字 メガボスゴドラEX めがぼすごどらEX,,0,ポケモン,カード,12800,18000,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY5-Bg/035790_P_MBOSUGODORAEX.jpg,,,,,,,,,,False,mボスゴドラex,076070,mボスゴドラex,076070,mボスゴドラex,076070
1172012,193600,ボスゴドラEX,,XY5,075/070,SR,ガイアボルケーノ,XY5 075/070 ボスゴドラEX大文字 ボスゴドラEX ぼすごどらEX,,0,ポケモン,カード,7280,10000,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY5-Bg/035789_P_BOSUGODORAEX.jpg,,,,,,,,,,False,ボスゴドラex,075070,ボスゴドラex,075070,ボスゴドラex,075070
1172015,193595,ゲンシグラードンEX,,XY5,074/070,SR,ガイアボルケーノ,XY5 074/070 ゲンシグラードンEX大文字 ゲンシグラードンEX げんしぐらーどんEX,,0,ポケモン,カード,30800,37000,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY5-Bg/035788_P_GENSHIGURADONEX.jpg,,,,,,,,,,False,ゲンシグラードンex,074070,ゲンシグラードンex,074070,ゲンシグラードンex,074070
1172019,193590,グラードンEX,,XY5,073/070,SR,ガイアボルケーノ,XY5 073/070 グラードンEX大文字 グラードンEX ぐらーどんEX,,0,ポケモン,カード,18800,29000,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY5-Bg/035787_P_GURADONEX.jpg,,,,,,,,,,False,グラードンex,073070,グラードンex,073070,グラードンex,073070
1172023,193585,バクーダEX,,XY5,072/070,SR,ガイアボルケーノ,XY5 072/070 バクーダEX大文字 バクーダEX ばくーだEX,,0,ポケモン,カード,6680,7000,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY5-Bg/035786_P_BAKUDAEX.jpg,,,,,,,,,,False,バクーダex,072070,バクーダex,072070,バクーダex,072070
1172025,193580,オーロットEX,,XY5,071/070,SR,ガイアボルケーノ,XY5 071/070 オーロットEX大文字 オーロットEX おーろっとEX,,0,ポケモン,カード,5480,4500,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY5-Bg/035785_P_OROTTOEX.jpg,,,,,,,,,,False,オーロットex,071070,オーロットex,071070,オーロットex,071070
1172033,193570,灼熱の大地,,XY5,069/070,U,ガイアボルケーノ,XY5 069/070 シャクネツノダイチ しゃくねつのだいち,,0,ポケモン,カード,280,50,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY5-Bg/030731_T_SHAKUNETSUNODAICHI.jpg,,,,,,,,,,False,灼熱の大地,069070,灼熱の大地,069070,灼熱の大地,069070
1172097,193555,センパイとコウハイ,,XY5,066/070,U,ガイアボルケーノ,XY5 066/070 センパイトコウハイ せんぱいとこうはい,,0,ポケモン,カード,0,150,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY5-Bg/030728_T_SENPAITOKOUHAI.jpg,,,,,,,,,,False,センパイとコウハイ,066070,センパイとコウハイ,066070,センパイとコウハイ,066070
1172102,193535,リピートボール,,XY5,062/070,U,ガイアボルケーノ,XY5 062/070 リピートボール りぴーとぼーる,,0,ポケモン,カード,380,50,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY5-Bg/030724_T_RIPITOBORU.jpg,,,,,,,,,,False,リピートボール,062070,リピートボール,062070,リピートボール,062070
1172155,193425,ゲンシグラードンEX,,XY5,040/070,RR,ガイアボルケーノ,XY5 040/070 ゲンシグラードンEX大文字 ゲンシグラードンEX げんしぐらーどんEX,,0,ポケモン,カード,1080,700,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY5-Bg/030702_P_GENSHIGURADONEX.jpg,,,,,,,,,,False,ゲンシグラードンex,040070,ゲンシグラードンex,040070,ゲンシグラードンex,040070
1172156,193420,グラードンEX,,XY5,039/070,RR,ガイアボルケーノ,XY5 039/070 グラードンEX大文字 グラードンEX ぐらーどんEX,,0,ポケモン,カード,680,200,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY5-Bg/030701_P_GURADONEX.jpg,,,,,,,,,,False,グラードンex,039070,グラードンex,039070,グラードンex,039070
1172186,193340,ラクライ,,XY5,023/070,C,ガイアボルケーノ,XY5 023/070 ラクライ らくらい,,0,ポケモン,カード,180,50,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY5-Bg/030685_P_RAKURAI.jpg,,,,,,,,,,False,ラクライ,023070,ラクライ,023070,ラクライ,023070
1172195,193315,アチャモ,,XY5,018/070,C,ガイアボルケーノ,XY5 018/070 アチャモ あちゃも,,0,ポケモン,カード,0,400,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY5-Bg/030680_P_ACHAMO.jpg,,,,,,,,,,False,アチャモ,018070,アチャモ,018070,アチャモ,018070
1172233,193225,ダイブボール,,XY5,080/070,UR,タイダルストーム,XY5 080/070 ダイブボール だいぶぼーる,,0,ポケモン,カード,13800,11000,☐,https://www.cardrush-pokemon.jp/data/cardrushpokemon/product/daibuballur.jpg,,,,,,,,,,False,ダイブボール,080070,ダイブボール,080070,ダイブボール,080070
1172234,193220,改造ハンマー,,XY5,079/070,UR,タイダルストーム,XY5 079/070 カイゾウハンマー かいぞうはんまー,,0,ポケモン,カード,7280,6000,☐,https://www.cardrush-pokemon.jp/data/cardrushpokemon/product/kaizohamerur.jpg,,,,,,,,,,False,改造ハンマー,079070,改造ハンマー,079070,改造ハンマー,079070
1172244,193215,オダマキ博士の観察,,XY5,078/070,SR,タイダルストーム,XY5 078/070 オダマキハカセノカンサツ おだまきはかせのかんさつ,,0,ポケモン,カード,7280,6000,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY5-Bt/035800_T_ODAMAKIHAKASENOKANSATSU.jpg,,,,,,,,,,False,オダマキ博士の観察,078070,オダマキ博士の観察,078070,オダマキ博士の観察,078070
1172245,193210,アオギリの切り札,,XY5,077/070,SR,タイダルストーム,XY5 077/070 アオギリノキリフダ あおぎりのきりふだ,,0,ポケモン,カード,9680,11000,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY5-Bt/035799_T_AOGIRINOKIRIFUDA.jpg,,,,,,,,,,False,アオギリの切り札,077070,アオギリの切り札,077070,アオギリの切り札,077070
1172247,193205,MサーナイトEX,,XY5,076/070,SR,タイダルストーム,XY5 076/070 MサーナイトEX大文字 メガサーナイトEX めがさーないとEX,,0,ポケモン,カード,42800,53000,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY5-Bt/035798_P_MSANAITOEX.jpg,,,,,,,,,,False,mサーナイトex,076070,mサーナイトex,076070,mサーナイトex,076070
1172249,193200,サーナイトEX,,XY5,075/070,SR,タイダルストーム,XY5 075/070 サーナイトEX大文字 サーナイトEX さーないとEX,,0,ポケモン,カード,12800,21000,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY5-Bt/035797_P_SANAITOEX.jpg,,,,,,,,,,False,サーナイトex,075070,サーナイトex,075070,サーナイトex,075070
1172250,193195,サメハダーEX,,XY5,074/070,SR,タイダルストーム,XY5 074/070 サメハダーEX大文字 サメハダーEX さめはだーEX,,0,ポケモン,カード,9080,9000,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY5-Bt/035796_P_SAMEHADAEX.jpg,,,,,,,,,,False,サメハダーex,074070,サメハダーex,074070,サメハダーex,074070
1172261,193190,ゲンシカイオーガEX,,XY5,073/070,SR,タイダルストーム,XY5 073/070 ゲンシカイオーガEX大文字 ゲンシカイオーガEX げんしかいおーがEX,,0,ポケモン,カード,24800,29000,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY5-Bt/035795_P_GENSHIKAIOGAEX.jpg,,,,,,,,,,False,ゲンシカイオーガex,073070,ゲンシカイオーガex,073070,ゲンシカイオーガex,073070
1172263,193185,カイオーガEX,,XY5,072/070,SR,タイダルストーム,XY5 072/070 カイオーガEX大文字 カイオーガEX かいおーがEX,,0,ポケモン,カード,39800,48000,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY5-Bt/035794_P_KAIOGAEX.jpg,,,,,,,,,,False,カイオーガex,072070,カイオーガex,072070,カイオーガex,072070
1172265,193180,ホエルオーEX,,XY5,071/070,SR,タイダルストーム,XY5 071/070 ホエルオーEX大文字 ホエルオーEX ほえるおーEX,,0,ポケモン,カード,8480,9000,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY5-Bt/035793_P_HOERUOEX.jpg,,,,,,,,,,False,ホエルオーex,071070,ホエルオーex,071070,ホエルオーex,071070
1172275,193170,サイレントラボ,,XY5,069/070,U,タイダルストーム,XY5 069/070 サイレントラボ さいれんとらぼ,,0,ポケモン,カード,380,100,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY5-Bt/030801_T_SAIRENTORABO.jpg,,,,,,,,,,False,サイレントラボ,069070,サイレントラボ,069070,サイレントラボ,069070
1172281,193155,アオギリの切り札,,XY5,066/070,U,タイダルストーム,XY5 066/070 アオギリノキリフダ あおぎりのきりふだ,,0,ポケモン,カード,1180,700,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY5-Bt/030798_T_AOGIRINOKIRIFUDA.jpg,,,,,,,,,,False,アオギリの切り札,066070,アオギリの切り札,066070,アオギリの切り札,066070
1172297,193135,ダイブボール,,XY5,062/070,U,タイダルストーム,XY5 062/070 ダイブボール だいぶぼーる,,0,ポケモン,カード,380,100,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY5-Bt/030794_T_DAIBUBORU.jpg,,,,,,,,,,False,ダイブボール,062070,ダイブボール,062070,ダイブボール,062070
1172330,193080,MサーナイトEX,,XY5,051/070,RR,タイダルストーム,XY5 051/070 MサーナイトEX大文字 メガサーナイトEX めがさーないとEX,,0,ポケモン,カード,3380,4500,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY5-Bt/030783_P_MSANAITOEX.jpg,,,,,,,,,,False,mサーナイトex,051070,mサーナイトex,051070,mサーナイトex,051070
1172340,193075,サーナイトEX,,XY5,050/070,RR,タイダルストーム,XY5 050/070 サーナイトEX大文字 サーナイトEX さーないとEX,,0,ポケモン,カード,380,150,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY5-Bt/030782_P_SANAITOEX.jpg,,,,,,,,,,False,サーナイトex,050070,サーナイトex,050070,サーナイトex,050070
1172494,192985,ゲンシカイオーガEX,,XY5,032/070,RR,タイダルストーム,XY5 032/070 ゲンシカイオーガEX大文字 ゲンシカイオーガEX げんしかいおーがEX,,0,ポケモン,カード,1480,1200,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY5-Bt/030764_P_GENSHIKAIOGAEX.jpg,,,,,,,,,,False,ゲンシカイオーガex,032070,ゲンシカイオーガex,032070,ゲンシカイオーガex,032070
1172517,192940,ミロカロス,,XY5,023/070,R,タイダルストーム,XY5 023/070 ミロカロス みろかろす,,0,ポケモン,カード,980,1200,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY5-Bt/030755_P_MIROKAROSU.jpg,,,,,,,,,,False,ミロカロス,023070,ミロカロス,023070,ミロカロス,023070
1172537,192910,ホエルオーEX,,XY5,017/070,RR,タイダルストーム,XY5 017/070 ホエルオーEX大文字 ホエルオーEX ほえるおーEX,,0,ポケモン,カード,380,150,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY5-Bt/030749_P_HOERUOEX.jpg,,,,,,,,,,False,ホエルオーex,017070,ホエルオーex,017070,ホエルオーex,017070
1172572,192785,ローラースケート,,XYC,017/023,,スーパーレジェンドセット60 ゼルネアスEX・イベルタルEX,XYC 017/023 ローラースケート ろーらーすけーと,,0,ポケモン,カード,280,50,☐,https://www.pokemon-card.com/assets/images/card_images/large/XYC/030632_T_RORASUKETO.jpg,,,,,,,,,,False,ローラースケート,017023,ローラースケート,017023,ローラースケート,017023
1172601,192700,MゲンガーEX,,XY4,097/088,UR,ファントムゲート,XY4 097/088 MゲンガーEX大文字 メガゲンガーEX めがげんがーEX,,0,ポケモン,カード,60800,110000,☐,https://www.cardrush-pokemon.jp/data/cardrushpokemon/product/g5318466_0.jpg,,,,,,,,,,False,mゲンガーex,097088,mゲンガーex,097088,mゲンガーex,097088
1172602,192695,MライボルトEX,,XY4,096/088,UR,ファントムゲート,XY4 096/088 MライボルトEX大文字 メガライボルトEX めがらいぼるとEX,,0,ポケモン,カード,8480,13000,☐,https://www.cardrush-pokemon.jp/data/cardrushpokemon/product/10096.jpg,,,,,,,,,,False,mライボルトex,096088,mライボルトex,096088,mライボルトex,096088
1172603,192690,フラダリの奥の手,,XY4,095/088,SR,ファントムゲート,XY4 095/088 フラダリノオクノテ ふらだりのおくのて,,0,ポケモン,カード,20800,34000,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY4/035784_T_FURADARINOOKUNOTE.jpg,,,,,,,,,,False,フラダリの奥の手,095088,フラダリの奥の手,095088,フラダリの奥の手,095088
1172607,192685,クセロシキ,,XY4,094/088,SR,ファントムゲート,XY4 094/088 クセロシキ くせろしき,,0,ポケモン,カード,15800,14000,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY4/035783_T_KUSEROSHIKI.jpg,,,,,,,,,,False,クセロシキ,094088,クセロシキ,094088,クセロシキ,094088
1172608,192680,AZ,,XY4,093/088,SR,ファントムゲート,XY4 093/088 エーゼット えーぜっと,,0,ポケモン,カード,18800,35000,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY4/035782_T_AZ.jpg,,,,,,,,,,False,az,093088,az,093088,az,093088
1172609,192675,フラージェスEX,,XY4,092/088,SR,ファントムゲート,XY4 092/088 フラージェスEX大文字 フラージェスEX ふらーじぇすEX,,0,ポケモン,カード,4180,3500,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY4/035781_P_FURAJIESUEX.jpg,,,,,,,,,,False,フラージェスex,092088,フラージェスex,092088,フラージェスex,092088
1172610,192670,カラマネロEX,,XY4,091/088,SR,ファントムゲート,XY4 091/088 カラマネロEX大文字 カラマネロEX からまねろEX,,0,ポケモン,カード,4980,4000,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY4/035780_P_KARAMANEROEX.jpg,,,,,,,,,,False,カラマネロex,091088,カラマネロex,091088,カラマネロex,091088
1172614,192665,ゲンガーEX,,XY4,090/088,SR,ファントムゲート,XY4 090/088 ゲンガーEX大文字 ゲンガーEX げんがーEX,,0,ポケモン,カード,188000,230000,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY4/035779_P_GENGAEX.jpg,,,,,,,,,,False,ゲンガーex,090088,ゲンガーex,090088,ゲンガーex,090088
1172615,192660,ライボルトEX,,XY4,089/088,SR,ファントムゲート,XY4 089/088 ライボルトEX大文字 ライボルトEX らいぼるとEX,,0,ポケモン,カード,4980,6000,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY4/035778_P_RAIBORUTOEX.jpg,,,,,,,,,,False,ライボルトex,089088,ライボルトex,089088,ライボルトex,089088
1172618,192650,次元の谷,,XY4,087/088,U,ファントムゲート,XY4 087/088 ジゲンノタニ じげんのたに,,0,ポケモン,カード,680,50,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY4/030558_T_JIGENNOTANI.jpg,,,,,,,,,,False,次元の谷,087088,次元の谷,087088,次元の谷,087088
1172725,192555,ラッキー,,XY4,068/088,C,ファントムゲート,XY4 068/088 ラッキー らっきー,,0,ポケモン,カード,0,1300,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY4/030539_P_RAKKI.jpg,,,,,,,,,,False,ラッキー,068088,ラッキー,068088,ラッキー,068088
1172762,192515,フラージェスEX,,XY4,060/088,RR,ファントムゲート,XY4 060/088 フラージェスEX大文字 フラージェスEX ふらーじぇすEX,,0,ポケモン,カード,280,50,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY4/030531_P_FURAJIESUEX.jpg,,,,,,,,,,False,フラージェスex,060088,フラージェスex,060088,フラージェスex,060088
1172775,192500,カラマネロEX,,XY4,057/088,RR,ファントムゲート,XY4 057/088 カラマネロEX大文字 カラマネロEX からまねろEX,,0,ポケモン,カード,280,50,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY4/030528_P_KARAMANEROEX.jpg,,,,,,,,,,False,カラマネロex,057088,カラマネロex,057088,カラマネロex,057088
1172874,192390,ソーナンス,,XY4,035/088,C,ファントムゲート,XY4 035/088 ソーナンス そーなんす,,0,ポケモン,カード,380,50,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY4/030506_P_SONANSU.jpg,,,,,,,,,,False,ソーナンス,035088,ソーナンス,035088,ソーナンス,035088
1172878,192385,MゲンガーEX,,XY4,034/088,RR,ファントムゲート,XY4 034/088 MゲンガーEX大文字 メガゲンガーEX めがげんがーEX,,0,ポケモン,カード,0,53000,☐,https://www.pokemon-card.com/assets/images/card_images/large/XY4/030505_P_MGENGAEX.jpg,,,,,,,,,,False,mゲンガーex,034088,mゲンガーex,034088,mゲンガーex,034088
